"","id","origen.x","origen.y","var.x","E_final_diagnosis_numeric_cor","E_final_diagnosis_numeric_chi","E_final_diagnosis_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"652","DOSI","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",-0.0773,0.0219,0.3503,0.0304,7e-04,0.7141,0.0304,0.1667,0.7134,NA,NA,NA,-0.0033,0.1381,0.9686,NA,NA,NA
"653","DOSI","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",-0.1595,0.4287,0.0529,-0.2028,0.1928,0.0135,0.3828,0.5353,0,NA,NA,NA,-0.1787,0.5511,0.0298,NA,NA,NA
"654","DOSI","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",-0.112,0.4477,0.1753,-0.0402,0.4382,0.6275,0.1986,0.4847,0.0155,NA,NA,NA,-0.1748,0.4936,0.0336,NA,NA,NA
"655","DOSI","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",-0.098,0.5015,0.2362,0.1057,0.4382,0.2009,-0.126,0.4847,0.127,NA,NA,NA,0.2215,0.4382,0.0068,NA,NA,NA
"656","DOSI","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",-0.1004,0.465,0.2249,0.1005,0.5034,0.2242,-0.0138,0.5085,0.8681,NA,NA,NA,-0.0091,0.4702,0.9125,NA,NA,NA
"657","DOSI","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",0.039,0.9915,0.6376,-0.1953,1,0.0174,0.143,0.2924,0.083,NA,NA,NA,0.013,0.1753,0.8754,NA,NA,NA
"658","DOSI","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",0.128,0.408,0.1212,-0.1838,0.4153,0.0253,0.0425,0.4614,0.6083,NA,NA,NA,0.0675,0.4702,0.4147,NA,NA,NA
"659","DOSI","Pulsera","TargetVar","S_dur_day_total_IN_min",-0.1913,0.4579,0.0199,0.0403,0.3925,0.6264,0.1007,0.4849,0.2233,NA,NA,NA,0.0055,0.4469,0.947,NA,NA,NA
"660","DOSI","Pulsera","TargetVar","S_dur_day_total_LIG_min",0.1191,0.408,0.1493,-0.326,0.4153,1e-04,0.1463,0.4614,0.0759,NA,NA,NA,0.137,0.4702,0.0969,NA,NA,NA
"661","DOSI","Pulsera","TargetVar","S_dur_day_total_MOD_min",-0.0571,0.328,0.4906,-0.3411,0.3481,0,0.3667,0.438,0,NA,NA,NA,-0.0325,0.4557,0.6948,NA,NA,NA
"662","DOSI","Pulsera","TargetVar","S_dur_day_total_VIG_min",-0.0356,0.0785,0.6672,-0.0164,0.0026,0.8432,-0.0199,0.5652,0.8106,NA,NA,NA,0.1326,0.2936,0.1081,NA,NA,NA
"663","DOSI","Pulsera","TargetVar","S_dur_day_min",-0.1018,0.4477,0.2182,-0.1416,0.4382,0.086,0.1786,0.4847,0.0298,NA,NA,NA,0.0535,0.4936,0.5186,NA,NA,NA
"664","DOSI","Pulsera","TargetVar","S_dur_spt_min",0.1416,0.4611,0.0861,0.2582,0.4153,0.0015,-0.4304,0.4614,0,NA,NA,NA,0.2011,0.4153,0.0142,NA,NA,NA
"665","DOSI","Pulsera","TargetVar","S_dur_day_spt_min",-0.0066,0.451,0.9366,0.0289,0.4613,0.7271,-0.1016,0.4613,0.2193,NA,NA,NA,0.1747,0.4613,0.0337,NA,NA,NA
"666","DOSI","Pulsera","TargetVar","S_N_atleast5minwakenight",-0.075,0.0526,0.365,0.2474,1e-04,0.0024,-0.0998,0.2528,0.2274,NA,NA,NA,-0.1529,0.2751,0.0635,NA,NA,NA
"667","DOSI","Pulsera","TargetVar","S_sleep_efficiency",-0.0453,0.451,0.5842,0.037,0.4613,0.6555,-0.0808,0.4613,0.3291,NA,NA,NA,0.1752,0.4613,0.0332,NA,NA,NA
"668","DOSI","Pulsera","TargetVar","S_ACC_spt_sleep_mg",0.2373,0.451,0.0037,-0.0318,0.4613,0.7014,-0.0991,0.4613,0.2307,NA,NA,NA,-0.0993,0.4613,0.2297,NA,NA,NA
"669","DOSI","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",0.4635,0.451,0,-0.0912,0.4613,0.2705,-0.3748,0.4613,0,NA,NA,NA,0.2587,0.4613,0.0015,NA,NA,NA
"670","DOSI","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",0.0748,0.451,0.3663,-0.2518,0.4613,0.002,0.1141,0.4613,0.1673,NA,NA,NA,0.131,0.4613,0.1126,NA,NA,NA
"671","DOSI","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",0.1245,0.451,0.1318,-0.1286,0.4613,0.1193,-0.128,0.4613,0.121,NA,NA,NA,0.3355,0.4613,0,NA,NA,NA
"672","DOSI","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",-0.3714,0.4113,0,0.5678,0.4382,0,-0.1311,0.4382,0.1123,NA,NA,NA,-0.2472,0.4382,0.0025,NA,NA,NA
"673","DOSI","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",0.2731,0.451,8e-04,-0.6593,0.4613,0,0.4166,0.4613,0,NA,NA,NA,-0.0375,0.4613,0.651,NA,NA,NA
"674","DOSI","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",-0.1333,0.451,0.1064,-0.1139,0.4613,0.168,0.1904,0.4613,0.0204,NA,NA,NA,0.023,0.4613,0.7817,NA,NA,NA
"675","DOSI","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",-0.2031,0.451,0.0133,0.2723,0.4613,8e-04,-0.0394,0.4613,0.6342,NA,NA,NA,-0.1296,0.4613,0.1164,NA,NA,NA
"676","DOSI","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",0.0579,0.4113,0.4847,0.0415,0.4382,0.6168,-0.135,0.4382,0.1019,NA,NA,NA,0.1198,0.4382,0.1468,NA,NA,NA
"677","DOSI","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",0.2003,0.451,0.0146,-0.0197,0.4613,0.8123,-0.2237,0.4613,0.0063,NA,NA,NA,0.2074,0.4613,0.0114,NA,NA,NA
"678","DOSI","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",0.1582,0.451,0.0548,-0.275,0.4613,7e-04,0.1263,0.4613,0.1262,NA,NA,NA,0.0174,0.4613,0.8338,NA,NA,NA
"679","DOSI","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",0.1056,0.451,0.2014,-0.3731,0.4613,0,0.3831,0.4613,0,NA,NA,NA,-0.2646,0.4613,0.0012,NA,NA,NA
"680","DOSI","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",0.2005,0.451,0.0146,-0.0462,0.4613,0.5774,-0.0904,0.4613,0.2746,NA,NA,NA,-0.0311,0.4613,0.7077,NA,NA,NA
"681","DOSI","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",-0.1082,0.2984,0.1904,-0.1955,0.3701,0.0173,0.3924,0.3701,0,NA,NA,NA,-0.2957,0.3701,3e-04,NA,NA,NA
"682","DOSI","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",-0.0152,0.451,0.8546,-0.2175,0.4613,0.0079,0.1041,0.4613,0.2082,NA,NA,NA,0.2284,0.4613,0.0052,NA,NA,NA
"683","DOSI","Pulsera","TargetVar","S_ACC_day_total_IN_mg",0.1766,0.451,0.0318,-0.2869,0.4613,4e-04,0.1113,0.4613,0.178,NA,NA,NA,0.0443,0.4613,0.5927,NA,NA,NA
"684","DOSI","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",-0.0242,0.451,0.7701,-0.2122,0.4613,0.0096,0.1733,0.4613,0.0352,NA,NA,NA,0.0812,0.4613,0.3267,NA,NA,NA
"685","DOSI","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",-0.0638,0.451,0.4412,0.2353,0.4613,0.004,-0.1527,0.4613,0.0639,NA,NA,NA,-0.0315,0.4613,0.7041,NA,NA,NA
"686","DOSI","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",0.1263,0.451,0.126,0.0977,0.4613,0.2377,-0.2958,0.4613,3e-04,NA,NA,NA,0.2501,0.4613,0.0022,NA,NA,NA
"687","DOSI","Pulsera","TargetVar","S_ACC_day_mg",0.1492,0.451,0.0703,-0.3602,0.4613,0,0.1827,0.4613,0.0262,NA,NA,NA,0.0774,0.4613,0.3498,NA,NA,NA
"688","DOSI","Pulsera","TargetVar","S_ACC_spt_mg",0.2859,0.451,4e-04,-0.1203,0.4613,0.1454,-0.1492,0.4613,0.0704,NA,NA,NA,0.1076,0.4613,0.1929,NA,NA,NA
"689","DOSI","Pulsera","TargetVar","S_ACC_day_spt_mg",0.1819,0.451,0.0269,-0.4064,0.4613,0,0.1941,0.4613,0.0181,NA,NA,NA,0.092,0.4613,0.2663,NA,NA,NA
"690","DOSI","Pulsera","TargetVar","S_quantile_mostactive60min_mg",-0.0261,0.5129,0.7525,-0.3251,0.3701,1e-04,0.3015,0.415,2e-04,NA,NA,NA,0.0284,0.442,0.7316,NA,NA,NA
"691","DOSI","Pulsera","TargetVar","S_quantile_mostactive30min_mg",-0.0465,0.5015,0.5746,-0.2758,0.4382,7e-04,0.2496,0.4847,0.0022,NA,NA,NA,0.0764,0.4382,0.356,NA,NA,NA
"692","DOSI","Pulsera","TargetVar","S_L5VALUE",0.156,0.451,0.0583,-0.1933,0.4613,0.0186,0.1401,0.4613,0.0894,NA,NA,NA,-0.1713,0.4613,0.0374,NA,NA,NA
"693","DOSI","Pulsera","TargetVar","S_M5VALUE",0.1247,0.451,0.1311,-0.2657,0.4613,0.0011,0.0963,0.4613,0.2442,NA,NA,NA,0.1177,0.4613,0.1543,NA,NA,NA
"694","DOSI","Pulsera","TargetVar","S_L5TIME_num",-0.3087,0.4682,1e-04,-0.0632,0.5268,0.4451,0.398,0.4847,0,NA,NA,NA,-0.2504,0.4382,0.0021,NA,NA,NA
"695","DOSI","Pulsera","TargetVar","S_M5TIME_num",-0.0123,0.4477,0.8822,0.3275,0.4382,0,-0.2971,0.4847,2e-04,NA,NA,NA,0.0185,0.4936,0.8238,NA,NA,NA
"696","DOSI","Pulsera","TargetVar","S_L10VALUE",0.1823,0.4113,0.0266,-0.1174,0.4382,0.1554,0.0282,0.4382,0.7333,NA,NA,NA,-0.1197,0.4382,0.1472,NA,NA,NA
"697","DOSI","Pulsera","TargetVar","S_M10VALUE",0.163,0.4113,0.0478,-0.4435,0.4382,0,0.2699,0.4382,9e-04,NA,NA,NA,0.0305,0.4382,0.7132,NA,NA,NA
"698","DOSI","Pulsera","TargetVar","S_L10TIME_num",-0.0698,0.3724,0.3994,-0.2699,0.4153,9e-04,0.3428,0.4153,0,NA,NA,NA,-0.1015,0.4153,0.2198,NA,NA,NA
"699","DOSI","Pulsera","TargetVar","S_M10TIME_num",-0.0651,0.3346,0.4321,0.0251,0.3925,0.7621,0.0965,0.3925,0.2435,NA,NA,NA,-0.1563,0.3925,0.0578,NA,NA,NA
"700","DOSI","Pulsera","TargetVar","S_Nbouts_day_MVPA_bts_1",-0.1804,0.3296,0.0282,-0.1252,0,0.1295,0.3084,0.4741,1e-04,NA,NA,NA,-0.1367,0.4791,0.0976,NA,NA,NA
"701","DOSI","Pulsera","TargetVar","S_Nbouts_day_IN_bts_30",-0.0548,2e-04,0.5082,-0.1539,0,0.0618,0.2319,0.1567,0.0046,NA,NA,NA,-0.1132,0.0317,0.1708,NA,NA,NA
"702","DOSI","Pulsera","TargetVar","S_Nbouts_day_IN_bts_10_30",-0.0275,0.0552,0.7402,0.0877,0,0.2892,-0.1649,0.1807,0.0452,NA,NA,NA,0.2297,0.1587,0.005,NA,NA,NA
"703","DOSI","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",0.0132,0.4742,0.8732,0.0205,0.0165,0.8051,-0.0824,0.6407,0.3193,NA,NA,NA,0.1181,0.5994,0.1528,NA,NA,NA
"704","DOSI","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_10",0.0449,0.9997,0.5883,-0.2174,0.9073,0.0079,0.1523,0.9531,0.0647,NA,NA,NA,0.0272,0.8338,0.7427,NA,NA,NA
"705","DOSI","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",0.0169,0.5169,0.8381,-0.0645,0.0067,0.4359,0.023,0.7256,0.7812,NA,NA,NA,0.0506,0.5185,0.541,NA,NA,NA
"706","DOSI","Pulsera","TargetVar","S_Nblocks_spt_sleep",-0.1904,0.4303,0.0204,0.4734,0,0,-0.3026,0.7848,2e-04,NA,NA,NA,0.0253,0.4592,0.7597,NA,NA,NA
"707","DOSI","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",0.2547,0.2864,0.0018,0.1236,0.2393,0.1346,-0.3558,0.4135,0,NA,NA,NA,0.1249,0.4108,0.1304,NA,NA,NA
"708","DOSI","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",0.2442,0.4838,0.0028,0.0741,0.3868,0.3709,-0.297,0.4536,2e-04,NA,NA,NA,0.1114,0.4089,0.1777,NA,NA,NA
"709","DOSI","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",0.1717,0.5179,0.037,-0.0039,0.0346,0.9623,-0.1792,0.3489,0.0293,NA,NA,NA,0.1249,0.3265,0.1304,NA,NA,NA
"710","DOSI","Pulsera","TargetVar","S_Nblocks_spt_wake_VIG",0.0785,0.2553,0.3427,-0.2934,0,3e-04,0.1437,0.5894,0.0813,NA,NA,NA,0.1427,0.4332,0.0837,NA,NA,NA
"711","DOSI","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",0.0877,0.5141,0.2892,-0.1866,0.3481,0.0231,0.0318,0.4852,0.7013,NA,NA,NA,0.1607,0.5122,0.0511,NA,NA,NA
"712","DOSI","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",0.1069,0.4961,0.1961,-0.2763,0.265,7e-04,0.094,0.5017,0.2557,NA,NA,NA,0.172,0.436,0.0366,NA,NA,NA
"713","DOSI","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",0.0843,0.6238,0.3082,-0.3533,0.1209,0,0.1857,0.6603,0.0239,NA,NA,NA,0.1607,0.7695,0.0511,NA,NA,NA
"714","DOSI","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",-0.2092,0.1852,0.0107,0.1359,0,0.0995,0.0609,0.5822,0.4621,NA,NA,NA,-0.0686,0.5287,0.4072,NA,NA,NA
"715","DOSI","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",-0.1804,0.3296,0.0282,-0.1252,0,0.1295,0.3084,0.4741,1e-04,NA,NA,NA,-0.1367,0.4791,0.0976,NA,NA,NA
"716","DOSI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_30",-0.0903,0.0015,0.2751,-0.1437,0,0.0815,0.245,0.1504,0.0027,NA,NA,NA,-0.1057,0.0193,0.2011,NA,NA,NA
"717","DOSI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_10_30",-0.0056,0.1194,0.9462,0.046,0,0.5787,-0.142,0.2373,0.0852,NA,NA,NA,0.2274,0.2589,0.0055,NA,NA,NA
"718","DOSI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",0.0187,0.3003,0.8216,0.0167,0.0309,0.8399,-0.0859,0.5168,0.299,NA,NA,NA,0.1244,0.4095,0.1319,NA,NA,NA
"719","DOSI","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",0.0449,0.9997,0.5883,-0.2174,0.9073,0.0079,0.1523,0.9531,0.0647,NA,NA,NA,0.0272,0.8338,0.7427,NA,NA,NA
"720","DOSI","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",0.0172,0.4891,0.8361,-0.0637,0.0069,0.4416,0.0222,0.7547,0.789,NA,NA,NA,0.0506,0.6185,0.5416,NA,NA,NA
"721","DOSI","Pulsera","TargetVar","S_Nblocks_day_total_IN",0.0161,0.3106,0.8464,-0.156,0.2849,0.0582,0.0778,0.43,0.347,NA,NA,NA,0.1139,0.404,0.1682,NA,NA,NA
"722","DOSI","Pulsera","TargetVar","S_Nblocks_day_total_LIG",0.0487,0.4232,0.5567,-0.2559,0.3265,0.0017,0.1354,0.5252,0.1009,NA,NA,NA,0.1342,0.5074,0.104,NA,NA,NA
"723","DOSI","Pulsera","TargetVar","S_Nblocks_day_total_MOD",0.0733,0.3738,0.3758,-0.3347,0.2274,0,0.1844,0.5347,0.0248,NA,NA,NA,0.1442,0.4831,0.0803,NA,NA,NA
"724","DOSI","Pulsera","TargetVar","S_Nblocks_day_total_VIG",-0.1933,0.3457,0.0186,0.019,0,0.8188,0.1678,0.5799,0.0415,NA,NA,NA,-0.0952,0.5371,0.2496,NA,NA,NA
"730","DOSI","Intervenciones","TargetVar","I_alleviation",-0.2637,0.0633,0.4077,0.378,0.6005,0.2258,-0.4781,0.3006,0.1159,0.2548,1,0.4241,0.488,0.3105,0.1075,NA,NA,NA
"731","DOSI","Intervenciones","TargetVar","I_therapist",-0.1305,0.7816,0.6564,-0.0589,1,0.8414,0.1667,0.9379,0.569,0.2402,1,0.4082,-0.2513,0.7779,0.3862,NA,NA,NA
"733","DOSI","Intervenciones","TargetVar","I_diagnosis",0.1216,0.0046,0.6789,0.0323,0.0358,0.9128,-0.4108,0.12,0.1445,0.1754,0.0029,0.5486,0.523,0.1902,0.055,NA,NA,NA
"734","DOSI","Intervenciones","TargetVar","I_intervencion_type",0.1338,0.5394,0.6483,-0.2132,1,0.4643,0.2513,0.7779,0.3862,-0.1448,1,0.6213,-0.2727,0.8206,0.3455,NA,NA,NA
"735","DOSI","Intervenciones","TargetVar","I_significant_change",0.1477,0.0732,0.6144,-0.1667,1,0.569,-0.3536,0.5815,0.2149,0.6794,0.2895,0.0075,0.2843,0.8942,0.3246,NA,NA,NA
"736","DOSI","Young","TargetVar","Y_euphoria",-0.0227,0.0611,0.9537,-0.125,1,0.7486,-0.3162,1,0.4071,1,0.1894,0,-0.125,1,0.7486,NA,NA,NA
"737","DOSI","Young","TargetVar","Y_hyperactivity",-0.0227,0.0611,0.9537,-0.125,1,0.7486,-0.3162,1,0.4071,1,0.1894,0,-0.125,1,0.7486,NA,NA,NA
"738","DOSI","Young","TargetVar","Y_sex_drive",-0.1286,0.2455,0.7417,-0.1768,0.8515,0.6491,-0.1118,0.3575,0.7746,0.8839,0.0111,0.0016,-0.1768,0.8515,0.6491,NA,NA,NA
"739","DOSI","Young","TargetVar","Y_sleep",0.5214,0.0212,0.15,-0.2294,0.7548,0.5527,-0.5804,0.1653,0.1013,0.803,0.0111,0.0092,-0.2294,0.7548,0.5527,NA,NA,NA
"740","DOSI","Young","TargetVar","Y_irritability",-0.4295,0.2564,0.2486,0.6142,0.1396,0.0785,-0.3287,0.2317,0.3878,0.6142,0.1396,0.0785,-0.2362,0.7548,0.5406,NA,NA,NA
"741","DOSI","Young","TargetVar","Y_verbal_expression",-0.189,0.3239,0.6263,-0.189,1,0.6263,0.0598,1,0.8786,0.6614,0.4785,0.0524,-0.189,1,0.6263,NA,NA,NA
"742","DOSI","Young","TargetVar","Y_thought_disorder",-0.0227,0.0611,0.9537,-0.125,1,0.7486,-0.3162,1,0.4071,1,0.1894,0,-0.125,1,0.7486,NA,NA,NA
"747","DOSI","HRSD","TargetVar","H_depression",-0.3182,0.229,0.404,0.5,0.7077,0.1705,-0.1581,1,0.6845,-0.25,1,0.5165,0.5,0.7077,0.1705,NA,NA,NA
"748","DOSI","HRSD","TargetVar","H_guilt",-0.0227,0.0611,0.9537,-0.125,1,0.7486,-0.3162,1,0.4071,1,0.1894,0,-0.125,1,0.7486,NA,NA,NA
"751","DOSI","HRSD","TargetVar","H_mid_insonmia",-0.0417,0.1512,0.9151,-0.2294,0.7548,0.5527,0.0725,0.1653,0.8529,-0.2294,0.7548,0.5527,0.803,0.0111,0.0092,NA,NA,NA
"752","DOSI","HRSD","TargetVar","H_late_insonmia",-0.1286,0.1169,0.7417,0.8839,0.0111,0.0016,-0.4472,0.3575,0.2275,-0.1768,0.8515,0.6491,-0.1768,0.8515,0.6491,NA,NA,NA
"753","DOSI","HRSD","TargetVar","H_activity",-0.4318,0.0611,0.2458,1,0.1894,0,-0.3162,1,0.4071,-0.125,1,0.7486,-0.125,1,0.7486,NA,NA,NA
"756","DOSI","HRSD","TargetVar","H_psychic_anxiety",0.3436,0.1207,0.3653,-0.2362,0.7548,0.5406,-0.5976,0.1653,0.0892,0.6142,0.1396,0.0785,0.6142,0.1396,0.0785,NA,NA,NA
"757","DOSI","HRSD","TargetVar","H_somatic_anxiety",0.5909,0.4145,0.0938,-0.125,1,0.7486,-0.3162,1,0.4071,-0.125,1,0.7486,-0.125,1,0.7486,NA,NA,NA
"759","DOSI","HRSD","TargetVar","H_general_somatic_symptoms",-0.4318,0.0611,0.2458,1,0.1894,0,-0.3162,1,0.4071,-0.125,1,0.7486,-0.125,1,0.7486,NA,NA,NA
"760","DOSI","HRSD","TargetVar","H_genitals_symptoms",0.7772,0.3423,0.0137,-0.1644,0.8515,0.6725,-0.4159,0.3575,0.2656,-0.1644,0.8515,0.6725,-0.1644,0.8515,0.6725,NA,NA,NA
"764","DOSI","HRSD","TargetVar","H_hrsd",0.2541,0.17,0.5094,0.559,0.1091,0.1176,-0.8132,0.2225,0.0077,0.0559,0.1091,0.8864,0.3913,0.5584,0.2977,NA,NA,NA
"765","DOSI","Young","TargetVar","Y_young",-0.0627,0.1048,0.8726,0.0133,0.2683,0.973,-0.3441,0.6651,0.3646,0.9686,0.0293,0,-0.2256,0.5222,0.5595,NA,NA,NA
"768","ECSA","Diario","TargetVar","D_irritability",0.0583,3e-04,0.3938,NA,NA,NA,-0.0583,3e-04,0.3938,0.0583,3e-04,0.3938,NA,NA,NA,NA,NA,NA
"769","ECSA","Diario","TargetVar","D_concentration",-0.1285,0.085,0.0594,NA,NA,NA,0.1285,0.085,0.0594,-0.1285,0.085,0.0594,NA,NA,NA,NA,NA,NA
"773","ECSA","Diario","TargetVar","D_wakeup_time",-0.0645,0.1612,0.3455,NA,NA,NA,0.0645,0.1612,0.3455,-0.0645,0.1612,0.3455,NA,NA,NA,NA,NA,NA
"775","ECSA","Diario","TargetVar","D_sleep_quality",-0.0077,0,0.9108,NA,NA,NA,0.0077,0,0.9108,-0.0077,0,0.9108,NA,NA,NA,NA,NA,NA
"776","ECSA","Diario","TargetVar","D_slowness_fill_form",0.1167,0.2876,0.0872,NA,NA,NA,-0.1167,0.2876,0.0872,0.1167,0.2876,0.0872,NA,NA,NA,NA,NA,NA
"777","ECSA","Diario","TargetVar","D_sleep_duration",0.3089,0.3352,0,NA,NA,NA,-0.3089,0.3352,0,0.3089,0.3352,0,NA,NA,NA,NA,NA,NA
"778","ECSA","Diario","TargetVar","D_sleep_zenith",-0.0106,0.3791,0.8773,NA,NA,NA,0.0106,0.3791,0.8773,-0.0106,0.3791,0.8773,NA,NA,NA,NA,NA,NA
"781","ECSA","Diario","TargetVar","D_observation_string_length",0.0151,0.6605,0.825,NA,NA,NA,-0.0151,0.6605,0.825,0.0151,0.6605,0.825,NA,NA,NA,NA,NA,NA
"782","ECSA","Diario","TargetVar","D_time_start_form",-0.259,0.6017,1e-04,NA,NA,NA,0.259,0.6017,1e-04,-0.259,0.6017,1e-04,NA,NA,NA,NA,NA,NA
"783","ECSA","Diario","TargetVar","D_slowness_fill_form_no_outliers",0.161,0.2876,0.0179,NA,NA,NA,-0.161,0.2876,0.0179,0.161,0.2876,0.0179,NA,NA,NA,NA,NA,NA
"784","ECSA","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",0.161,0.2876,0.0179,NA,NA,NA,-0.161,0.2876,0.0179,0.161,0.2876,0.0179,NA,NA,NA,NA,NA,NA
"786","ECSA","Pulsera","TargetVar","S_window_number",-0.0166,0.4762,0.8442,NA,NA,NA,0.1877,0.5958,0.0248,-0.2632,0.7302,0.0015,NA,NA,NA,NA,NA,NA
"787","ECSA","Pulsera","TargetVar","S_sleeponset",0.019,0.4555,0.8222,NA,NA,NA,0.4026,0.4607,0,-0.6349,0.4607,0,NA,NA,NA,NA,NA,NA
"788","ECSA","Pulsera","TargetVar","S_wakeup",0.1412,0.4555,0.0925,NA,NA,NA,0.3728,0.4607,0,-0.7473,0.4607,0,NA,NA,NA,NA,NA,NA
"789","ECSA","Pulsera","TargetVar","S_night_number",-0.059,0.5733,0.4837,NA,NA,NA,0.21,0.5807,0.0118,-0.2423,0.8032,0.0036,NA,NA,NA,NA,NA,NA
"790","ECSA","Pulsera","TargetVar","S_daysleeper",0.1317,0.007,0.1169,NA,NA,NA,0.4862,0.0394,0,-0.9069,0.0394,0,NA,NA,NA,NA,NA,NA
"795","ECSA","Pulsera","TargetVar","S_nonwear_perc_spt",0.5029,0.0151,0,NA,NA,NA,-0.4512,0.408,0,0.0355,0.9492,0.6741,NA,NA,NA,NA,NA,NA
"796","ECSA","Pulsera","TargetVar","S_nonwear_perc_day_spt",0.519,0.0151,0,NA,NA,NA,-0.4572,0.408,0,0.0237,0.9492,0.7784,NA,NA,NA,NA,NA,NA
"797","ECSA","Pulsera","TargetVar","S_dur_spt_sleep_min",0.0762,0.4555,0.3654,NA,NA,NA,0.4563,0.4607,0,-0.7901,0.4607,0,NA,NA,NA,NA,NA,NA
"798","ECSA","Pulsera","TargetVar","S_dur_spt_wake_IN_min",0.4846,0.4555,0,NA,NA,NA,-0.4138,0.4607,0,0.0024,0.4607,0.9774,NA,NA,NA,NA,NA,NA
"799","ECSA","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",-0.542,0.4555,0,NA,NA,NA,0.0725,0.4607,0.3894,0.589,0.4607,0,NA,NA,NA,NA,NA,NA
"800","ECSA","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",-0.3032,0.4899,2e-04,NA,NA,NA,-0.0903,0.5088,0.2835,0.5278,0.5371,0,NA,NA,NA,NA,NA,NA
"802","ECSA","Pulsera","TargetVar","S_dur_day_IN_unbt_min",-0.131,0.4555,0.119,NA,NA,NA,-0.3061,0.4607,2e-04,0.6329,0.4607,0,NA,NA,NA,NA,NA,NA
"803","ECSA","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",-0.118,0.4726,0.1604,NA,NA,NA,-0.3263,0.4846,1e-04,0.6469,0.4986,0,NA,NA,NA,NA,NA,NA
"804","ECSA","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",-0.0261,0.4555,0.7571,NA,NA,NA,-0.2952,0.4607,3e-04,0.4811,0.4607,0,NA,NA,NA,NA,NA,NA
"805","ECSA","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",0.0616,0.188,0.4651,NA,NA,NA,-0.1914,0.3716,0.022,0.2108,0.5243,0.0115,NA,NA,NA,NA,NA,NA
"806","ECSA","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",0.2517,0.4555,0.0024,NA,NA,NA,0.2945,0.4607,4e-04,-0.771,0.4607,0,NA,NA,NA,NA,NA,NA
"807","ECSA","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",-0.1678,0.4555,0.0452,NA,NA,NA,0.5014,0.4607,0,-0.5437,0.4607,0,NA,NA,NA,NA,NA,NA
"808","ECSA","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",0.2197,0.4555,0.0084,NA,NA,NA,-0.4234,0.4607,0,0.3586,0.4607,0,NA,NA,NA,NA,NA,NA
"809","ECSA","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",0.0881,0.4555,0.2956,NA,NA,NA,-0.3957,0.4607,0,0.4864,0.4607,0,NA,NA,NA,NA,NA,NA
