"","id","origen.x","origen.y","var.x","Z_dx_numeric_cor","Z_dx_numeric_chi","Z_dx_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"2605","DOSI","Pulsera","TargetVar","S_ACC_day_spt_mg",-0.0079,0.4227,0.9253,-0.1349,0.4374,0.107,0.1063,0.4374,0.2047,NA,NA,NA,-0.0429,0.4374,0.6096,NA,NA,NA
"2606","DOSI","Pulsera","TargetVar","S_ACC_day_total_IN_mg",0.045,0.4227,0.5922,-0.1685,0.4374,0.0435,0.0771,0.4374,0.3582,NA,NA,NA,0.005,0.4374,0.9524,NA,NA,NA
"2607","DOSI","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",-0.0739,0.4227,0.3786,0.0131,0.4374,0.8764,0.0655,0.4374,0.4351,NA,NA,NA,-0.0757,0.4374,0.3674,NA,NA,NA
"2608","DOSI","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",0.3149,0.4227,1e-04,-0.093,0.4374,0.2674,-0.252,0.4374,0.0023,NA,NA,NA,0.3128,0.4374,1e-04,NA,NA,NA
"2609","DOSI","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",0.3413,0.4227,0,-0.0079,0.4374,0.9256,-0.3409,0.4374,0,NA,NA,NA,0.3628,0.4374,0,NA,NA,NA
"2610","DOSI","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",0.0925,0.4227,0.2703,0.0581,0.4374,0.4894,-0.1362,0.4374,0.1035,NA,NA,NA,0.1137,0.4374,0.1749,NA,NA,NA
"2611","DOSI","Pulsera","TargetVar","S_ACC_spt_mg",0.0846,0.4227,0.3131,-0.0052,0.4374,0.9503,-0.0821,0.4374,0.3277,NA,NA,NA,0.0891,0.4374,0.2881,NA,NA,NA
"2612","DOSI","Pulsera","TargetVar","S_ACC_spt_sleep_mg",0.0989,0.4227,0.2382,-0.0848,0.4374,0.3121,-0.0386,0.4374,0.6457,NA,NA,NA,0.084,0.4374,0.3166,NA,NA,NA
"2613","DOSI","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",0.2629,0.4227,0.0015,-0.0114,0.4374,0.8919,-0.2587,0.4374,0.0017,NA,NA,NA,0.2781,0.4374,7e-04,NA,NA,NA
"2614","DOSI","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",8e-04,0.4227,0.9922,-0.1282,0.4374,0.1258,0.0926,0.4374,0.2697,NA,NA,NA,-0.0319,0.4374,0.7043,NA,NA,NA
"2615","DOSI","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",0.1123,0.4227,0.18,-0.0661,0.4374,0.4313,-0.0659,0.4374,0.4325,NA,NA,NA,0.1032,0.4374,0.2185,NA,NA,NA
"2616","DOSI","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",0.3105,0.4227,2e-04,0.0304,0.4374,0.718,-0.3374,0.4374,0,NA,NA,NA,0.3396,0.4374,0,NA,NA,NA
"2623","DOSI","Pulsera","TargetVar","S_daysleeper",-0.0437,0.7774,0.6032,-0.0203,1,0.8093,0.0591,1,0.4814,NA,NA,NA,-0.0519,1,0.537,NA,NA,NA
"2624","DOSI","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",0.132,0.4403,0.1148,0.0837,0.3911,0.3187,-0.195,0.496,0.0192,NA,NA,NA,0.1625,0.5076,0.0517,NA,NA,NA
"2625","DOSI","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",0.388,0.4227,0,-0.1616,0.4374,0.053,-0.2762,0.4374,8e-04,NA,NA,NA,0.3733,0.4374,0,NA,NA,NA
"2626","DOSI","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",-0.2841,0.3902,6e-04,-0.019,0.4141,0.8213,0.3023,0.4141,2e-04,NA,NA,NA,-0.3085,0.4141,2e-04,NA,NA,NA
"2627","DOSI","Pulsera","TargetVar","S_dur_day_IN_unbt_min",0.0892,0.335,0.2875,0.0147,0.346,0.8615,-0.1013,0.396,0.227,NA,NA,NA,0.0991,0.4015,0.2372,NA,NA,NA
"2628","DOSI","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",-0.1458,0.3583,0.0812,0.0724,0.3911,0.3882,0.0953,0.3911,0.2561,NA,NA,NA,-0.1373,0.3911,0.1008,NA,NA,NA
"2629","DOSI","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",0.0242,0.9986,0.7732,-0.112,1,0.1813,0.0571,0.4006,0.497,NA,NA,NA,-0.0028,0.1765,0.9738,NA,NA,NA
"2630","DOSI","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",0.0325,0.4072,0.6994,-0.1114,0.3683,0.1836,0.0483,0.4721,0.5656,NA,NA,NA,0.0062,0.4837,0.9413,NA,NA,NA
"2631","DOSI","Pulsera","TargetVar","S_dur_day_min",-0.0102,0.3902,0.9036,-0.1364,0.4141,0.1031,0.1097,0.4141,0.1904,NA,NA,NA,-0.0458,0.4141,0.5861,NA,NA,NA
"2632","DOSI","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",-0.0345,0.2688,0.6812,-0.1513,0.3242,0.0703,0.1453,0.3242,0.0822,NA,NA,NA,-0.0756,0.3242,0.3679,NA,NA,NA
"2633","DOSI","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",-0.1303,0.1574,0.1195,-0.1565,0.1895,0.061,0.2464,0.2688,0.0029,NA,NA,NA,-0.1793,0.2783,0.0315,NA,NA,NA
"2634","DOSI","Pulsera","TargetVar","S_dur_day_spt_min",0.2341,0.4227,0.0047,-0.0643,0.4374,0.4439,-0.1909,0.4374,0.0219,NA,NA,NA,0.2338,0.4374,0.0048,NA,NA,NA
"2635","DOSI","Pulsera","TargetVar","S_dur_day_total_IN_min",0.0328,0.3273,0.6963,-0.0974,0.3683,0.2455,0.0377,0.3683,0.6538,NA,NA,NA,0.0102,0.3683,0.9039,NA,NA,NA
"2636","DOSI","Pulsera","TargetVar","S_dur_day_total_LIG_min",-0.0416,0.3986,0.6202,-0.08,0.3911,0.3405,0.1006,0.4428,0.2302,NA,NA,NA,-0.065,0.4484,0.4392,NA,NA,NA
"2637","DOSI","Pulsera","TargetVar","S_dur_day_total_MOD_min",-0.1188,0.3429,0.1562,-0.1747,0.3242,0.0363,0.2479,0.4245,0.0027,NA,NA,NA,-0.1716,0.4359,0.0397,NA,NA,NA
"2638","DOSI","Pulsera","TargetVar","S_dur_day_total_VIG_min",0.3529,4e-04,0,-0.0838,6e-04,0.3182,-0.2973,0.0442,3e-04,NA,NA,NA,0.3557,0.0638,0,NA,NA,NA
"2639","DOSI","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",0.1262,0,0.1317,0.1003,1e-04,0.2314,-0.2013,0.0065,0.0155,NA,NA,NA,0.1606,0.0101,0.0546,NA,NA,NA
"2640","DOSI","Pulsera","TargetVar","S_dur_spt_min",0.3228,0.3986,1e-04,0.0827,0.3911,0.3244,-0.3881,0.4428,0,NA,NA,NA,0.3662,0.4484,0,NA,NA,NA
"2641","DOSI","Pulsera","TargetVar","S_dur_spt_sleep_min",0.2036,0.3902,0.0144,0.0593,0.4141,0.4803,-0.2499,0.4141,0.0025,NA,NA,NA,0.2327,0.4141,0.005,NA,NA,NA
"2642","DOSI","Pulsera","TargetVar","S_dur_spt_wake_IN_min",-0.0274,0.3986,0.7444,-0.0392,0.3911,0.641,0.0564,0.4428,0.502,NA,NA,NA,-0.0393,0.4484,0.64,NA,NA,NA
"2643","DOSI","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",0.1781,0.2974,0.0327,0.1195,0.346,0.1539,-0.2679,0.346,0.0012,NA,NA,NA,0.2209,0.346,0.0078,NA,NA,NA
"2644","DOSI","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",-0.0099,0.1303,0.9064,0.0264,0.1437,0.7532,-0.0092,0.2665,0.9126,NA,NA,NA,-0.0038,0.2826,0.9639,NA,NA,NA
"2645","DOSI","Pulsera","TargetVar","S_dur_spt_wake_VIG_min",0.3151,0,1e-04,-0.1341,0,0.1091,-0.2223,0.0043,0.0074,NA,NA,NA,0.3025,0.0074,2e-04,NA,NA,NA
"2646","DOSI","Pulsera","TargetVar","S_L10TIME_num",-0.267,0.3902,0.0012,-0.0157,0.4141,0.8519,0.2826,0.4141,6e-04,NA,NA,NA,-0.2894,0.4141,4e-04,NA,NA,NA
"2647","DOSI","Pulsera","TargetVar","S_L10VALUE",-0.1123,0.4227,0.1801,-0.0113,0.4374,0.8934,0.1223,0.4374,0.1443,NA,NA,NA,-0.1229,0.4374,0.1421,NA,NA,NA
"2648","DOSI","Pulsera","TargetVar","S_L5TIME_num",-0.1673,0.4314,0.0451,-0.126,0.4141,0.1323,0.2617,0.4664,0.0015,NA,NA,NA,-0.211,0.4721,0.0111,NA,NA,NA
"2649","DOSI","Pulsera","TargetVar","S_L5VALUE",-0.0542,0.4227,0.5185,-0.0951,0.4374,0.2571,0.1244,0.4374,0.1375,NA,NA,NA,-0.0823,0.4374,0.3269,NA,NA,NA
"2650","DOSI","Pulsera","TargetVar","S_M10TIME_num",-0.0904,0.3583,0.2815,0.0237,0.3911,0.778,0.0745,0.3911,0.3749,NA,NA,NA,-0.0905,0.3911,0.2806,NA,NA,NA
"2651","DOSI","Pulsera","TargetVar","S_M10VALUE",-0.0263,0.4227,0.7543,-0.2135,0.4374,0.0102,0.1824,0.4374,0.0287,NA,NA,NA,-0.0827,0.4374,0.3243,NA,NA,NA
"2652","DOSI","Pulsera","TargetVar","S_M5TIME_num",0.2473,0.3902,0.0028,0.1462,0.4141,0.0803,-0.3577,0.4141,0,NA,NA,NA,0.3017,0.4141,2e-04,NA,NA,NA
"2653","DOSI","Pulsera","TargetVar","S_M5VALUE",0.1186,0.4227,0.1567,-0.1605,0.4374,0.0547,-0.0035,0.4374,0.9667,NA,NA,NA,0.0858,0.4374,0.3068,NA,NA,NA
"2654","DOSI","Pulsera","TargetVar","S_N_atleast5minwakenight",-0.0234,0,0.7804,0.1985,0,0.0171,-0.1209,0.0087,0.149,NA,NA,NA,0.0257,0.0161,0.7597,NA,NA,NA
"2655","DOSI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",0.2172,0.018,0.0089,0.0453,0.0083,0.5896,-0.2536,0.2188,0.0022,NA,NA,NA,0.2438,0.2783,0.0032,NA,NA,NA
"2657","DOSI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_30",-0.2886,0,5e-04,0.0165,0,0.8441,0.281,0,6e-04,NA,NA,NA,-0.3042,0,2e-04,NA,NA,NA
"2658","DOSI","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",0.0428,0.2974,0.6103,-0.0377,0.346,0.6537,-0.016,0.346,0.8489,NA,NA,NA,0.0361,0.346,0.6672,NA,NA,NA
"2659","DOSI","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",-0.121,0.0021,0.1484,0.1291,0.0032,0.123,0.0288,0.0664,0.7316,NA,NA,NA,-0.0964,0.0863,0.2506,NA,NA,NA
"2660","DOSI","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",0.0289,0.9984,0.731,-0.1249,1,0.1359,0.0617,0.8646,0.4628,NA,NA,NA,-0.001,0.7038,0.9901,NA,NA,NA
"2661","DOSI","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",0.0426,0.2158,0.6123,-0.106,0.2822,0.2062,0.034,0.2822,0.6859,NA,NA,NA,0.0184,0.2822,0.8265,NA,NA,NA
"2662","DOSI","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",0.0144,0.1589,0.8643,-0.1701,0.1302,0.0415,0.1094,0.3394,0.1917,NA,NA,NA,-0.0282,0.3689,0.7376,NA,NA,NA
"2663","DOSI","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",0.0096,0,0.909,-0.1596,0,0.0561,0.1066,0.0102,0.2037,NA,NA,NA,-0.0305,0.0192,0.7164,NA,NA,NA
"2664","DOSI","Pulsera","TargetVar","S_Nblocks_day_total_IN",0.0592,0.2659,0.4807,-0.0674,0.2621,0.422,-0.011,0.3717,0.8959,NA,NA,NA,0.0461,0.3845,0.5836,NA,NA,NA
"2665","DOSI","Pulsera","TargetVar","S_Nblocks_day_total_LIG",0.0195,0.3047,0.8168,-0.0998,0.3242,0.2339,0.053,0.373,0.5283,NA,NA,NA,-0.0047,0.3784,0.9553,NA,NA,NA
"2666","DOSI","Pulsera","TargetVar","S_Nblocks_day_total_MOD",-0.0057,0.1741,0.9461,-0.1414,0.2242,0.091,0.1088,0.2654,0.1942,NA,NA,NA,-0.0422,0.2701,0.6153,NA,NA,NA
"2667","DOSI","Pulsera","TargetVar","S_Nblocks_day_total_VIG",0.1452,0,0.0825,-0.043,0,0.6086,-0.1161,0.0104,0.1659,NA,NA,NA,0.1442,0.0195,0.0847,NA,NA,NA
"2668","DOSI","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",0.1238,0,0.1393,0.1123,0,0.18,-0.2076,0.0058,0.0125,NA,NA,NA,0.161,0.0111,0.0538,NA,NA,NA
"2670","DOSI","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",0.2567,0.1156,0.0019,0.0826,0.1733,0.3252,-0.3209,0.2089,1e-04,NA,NA,NA,0.2955,0.213,3e-04,NA,NA,NA
"2671","DOSI","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",0.2025,0.2688,0.0149,0.0697,0.3242,0.4066,-0.2564,0.3242,0.0019,NA,NA,NA,0.2342,0.3242,0.0047,NA,NA,NA
"2672","DOSI","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",0.1011,0.0363,0.2278,0.0712,0.0302,0.3967,-0.1546,0.2057,0.0644,NA,NA,NA,0.1263,0.2414,0.1315,NA,NA,NA
"2673","DOSI","Pulsera","TargetVar","S_Nblocks_spt_wake_VIG",0.0502,0,0.5505,-0.1281,0,0.1261,0.0424,0.0028,0.6137,NA,NA,NA,0.0209,0.0059,0.8041,NA,NA,NA
"2674","DOSI","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",0.2104,0.0071,0.0114,0.0534,0.0039,0.5252,-0.2526,0.1538,0.0023,NA,NA,NA,0.2385,0.2035,0.004,NA,NA,NA
"2676","DOSI","Pulsera","TargetVar","S_Nbouts_day_IN_bts_30",-0.2845,0,5e-04,0.0094,0,0.9114,0.2821,0,6e-04,NA,NA,NA,-0.3017,1e-04,2e-04,NA,NA,NA
"2677","DOSI","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",-0.122,0.0015,0.1452,0.1283,0.0032,0.1255,0.0304,0.0494,0.7176,NA,NA,NA,-0.0976,0.0632,0.2446,NA,NA,NA
"2678","DOSI","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_10",0.0289,0.9967,0.731,-0.1249,1,0.1359,0.0617,0.8294,0.4628,NA,NA,NA,-0.001,0.6517,0.9901,NA,NA,NA
"2679","DOSI","Pulsera","TargetVar","S_Nbouts_day_MVPA_bts_1",0.0096,0,0.909,-0.1596,0,0.0561,0.1066,0.0102,0.2037,NA,NA,NA,-0.0305,0.0192,0.7164,NA,NA,NA
"2680","DOSI","Pulsera","TargetVar","S_night_number",-0.2841,2e-04,6e-04,-0.081,1e-04,0.3345,0.3475,0.0795,0,NA,NA,NA,-0.3243,0.1325,1e-04,NA,NA,NA
"2681","DOSI","Pulsera","TargetVar","S_nonwear_perc_day",0.234,0.2462,0.0048,-0.0912,1,0.277,-0.1712,0.0134,0.0402,NA,NA,NA,0.2268,6e-04,0.0063,NA,NA,NA
"2682","DOSI","Pulsera","TargetVar","S_nonwear_perc_day_spt",-0.1788,0.1489,0.032,-0.0967,0.1302,0.2489,0.252,0.32,0.0023,NA,NA,NA,-0.2158,0.3465,0.0094,NA,NA,NA
"2683","DOSI","Pulsera","TargetVar","S_nonwear_perc_spt",-0.2432,0.1489,0.0033,-0.0889,0.1302,0.2894,0.3117,0.32,1e-04,NA,NA,NA,-0.2826,0.3465,6e-04,NA,NA,NA
"2684","DOSI","Pulsera","TargetVar","S_quantile_mostactive30min_mg",0.0379,0.3902,0.6523,-0.1627,0.4141,0.0513,0.0802,0.4141,0.3395,NA,NA,NA,-0.0011,0.4141,0.9891,NA,NA,NA
"2685","DOSI","Pulsera","TargetVar","S_quantile_mostactive60min_mg",-0.0844,0.3798,0.3145,-0.1267,0.3683,0.1301,0.1781,0.4367,0.0327,NA,NA,NA,-0.1226,0.4443,0.1432,NA,NA,NA
"2686","DOSI","Pulsera","TargetVar","S_sleep_efficiency",0.0893,0.4227,0.2872,0.0348,0.4374,0.6791,-0.116,0.4374,0.1661,NA,NA,NA,0.1043,0.4374,0.2133,NA,NA,NA
"2688","DOSI","Pulsera","TargetVar","S_sleeponset",-0.2353,0.3583,0.0045,-0.1069,0.3911,0.2023,0.3169,0.3911,1e-04,NA,NA,NA,-0.2788,0.3911,7e-04,NA,NA,NA
"2689","DOSI","Pulsera","TargetVar","S_wakeup",0.1022,0.3902,0.2231,-0.0356,0.4141,0.6716,-0.0778,0.4141,0.3542,NA,NA,NA,0.1001,0.4141,0.2327,NA,NA,NA
"2690","DOSI","Pulsera","TargetVar","S_week",0.0325,0,0.6494,0.0204,0,0.7751,-0.1431,0,0.0443,0.3977,0,0,-0.0739,0,0.3008,NA,NA,NA
"2691","DOSI","Pulsera","TargetVar","S_window_number",-0.2893,1e-04,4e-04,-0.0837,0,0.3187,0.3548,0.0436,0,NA,NA,NA,-0.3306,0.0751,1e-04,NA,NA,NA
"2696","ECSA","Diario","TargetVar","D_concentration",-0.1403,0.0602,0.0475,NA,NA,NA,0.1403,0.0602,0.0475,-0.1403,0.0602,0.0475,NA,NA,NA,NA,NA,NA
"2698","ECSA","Diario","TargetVar","D_irritability",-0.0653,0.1396,0.3586,NA,NA,NA,0.0653,0.1396,0.3586,-0.0653,0.1396,0.3586,NA,NA,NA,NA,NA,NA
"2700","ECSA","Diario","TargetVar","D_observation_string_length",-0.1602,0.4691,0.0235,NA,NA,NA,0.1602,0.4691,0.0235,-0.1602,0.4691,0.0235,NA,NA,NA,NA,NA,NA
"2701","ECSA","Diario","TargetVar","D_sleep_duration",0.2065,0.5725,0.0033,NA,NA,NA,-0.2065,0.5725,0.0033,0.2065,0.5725,0.0033,NA,NA,NA,NA,NA,NA
"2702","ECSA","Diario","TargetVar","D_sleep_quality",-0.0374,0,0.5988,NA,NA,NA,0.0374,0,0.5988,-0.0374,0,0.5988,NA,NA,NA,NA,NA,NA
"2703","ECSA","Diario","TargetVar","D_sleep_time",-0.1316,0.2265,0.0633,NA,NA,NA,0.1316,0.2265,0.0633,-0.1316,0.2265,0.0633,NA,NA,NA,NA,NA,NA
"2704","ECSA","Diario","TargetVar","D_sleep_zenith",-0.0224,0.6311,0.7526,NA,NA,NA,0.0224,0.6311,0.7526,-0.0224,0.6311,0.7526,NA,NA,NA,NA,NA,NA
"2705","ECSA","Diario","TargetVar","D_slowness_fill_form",-7e-04,0.3184,0.9926,NA,NA,NA,7e-04,0.3184,0.9926,-7e-04,0.3184,0.9926,NA,NA,NA,NA,NA,NA
"2706","ECSA","Diario","TargetVar","D_slowness_fill_form_no_outliers",-7e-04,0.3184,0.9926,NA,NA,NA,7e-04,0.3184,0.9926,-7e-04,0.3184,0.9926,NA,NA,NA,NA,NA,NA
"2707","ECSA","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",-7e-04,0.3184,0.9926,NA,NA,NA,7e-04,0.3184,0.9926,-7e-04,0.3184,0.9926,NA,NA,NA,NA,NA,NA
"2708","ECSA","Diario","TargetVar","D_time_start_form",-0.2209,0.4802,0.0017,NA,NA,NA,0.2209,0.4802,0.0017,-0.2209,0.4802,0.0017,NA,NA,NA,NA,NA,NA
"2710","ECSA","Diario","TargetVar","D_wakeup_time",0.0473,0.2936,0.5058,NA,NA,NA,-0.0473,0.2936,0.5058,0.0473,0.2936,0.5058,NA,NA,NA,NA,NA,NA
"2712","ECSA","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",-0.4194,0.4449,2e-04,NA,NA,NA,0.4194,0.4449,2e-04,-0.4194,0.4449,2e-04,NA,NA,NA,NA,NA,NA
"2713","ECSA","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",-0.5477,0.4449,0,NA,NA,NA,0.5477,0.4449,0,-0.5477,0.4449,0,NA,NA,NA,NA,NA,NA
"2714","ECSA","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",-0.5743,0.4449,0,NA,NA,NA,0.5743,0.4449,0,-0.5743,0.4449,0,NA,NA,NA,NA,NA,NA
"2715","ECSA","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",-0.5058,0.4449,0,NA,NA,NA,0.5058,0.4449,0,-0.5058,0.4449,0,NA,NA,NA,NA,NA,NA
"2716","ECSA","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",0.046,0.4449,0.699,NA,NA,NA,-0.046,0.4449,0.699,0.046,0.4449,0.699,NA,NA,NA,NA,NA,NA
"2717","ECSA","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",-0.5747,0.4449,0,NA,NA,NA,0.5747,0.4449,0,-0.5747,0.4449,0,NA,NA,NA,NA,NA,NA
"2718","ECSA","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",-0.3606,0.4449,0.0017,NA,NA,NA,0.3606,0.4449,0.0017,-0.3606,0.4449,0.0017,NA,NA,NA,NA,NA,NA
"2719","ECSA","Pulsera","TargetVar","S_ACC_day_mg",-0.5064,0.4449,0,NA,NA,NA,0.5064,0.4449,0,-0.5064,0.4449,0,NA,NA,NA,NA,NA,NA
"2720","ECSA","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",-0.2165,0.4449,0.0657,NA,NA,NA,0.2165,0.4449,0.0657,-0.2165,0.4449,0.0657,NA,NA,NA,NA,NA,NA
"2721","ECSA","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",0.0421,0.4449,0.7234,NA,NA,NA,-0.0421,0.4449,0.7234,0.0421,0.4449,0.7234,NA,NA,NA,NA,NA,NA
"2722","ECSA","Pulsera","TargetVar","S_ACC_day_spt_mg",-0.3735,0.4449,0.0011,NA,NA,NA,0.3735,0.4449,0.0011,-0.3735,0.4449,0.0011,NA,NA,NA,NA,NA,NA
"2723","ECSA","Pulsera","TargetVar","S_ACC_day_total_IN_mg",-0.5289,0.4449,0,NA,NA,NA,0.5289,0.4449,0,-0.5289,0.4449,0,NA,NA,NA,NA,NA,NA
"2724","ECSA","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",-0.1127,0.4449,0.3424,NA,NA,NA,0.1127,0.4449,0.3424,-0.1127,0.4449,0.3424,NA,NA,NA,NA,NA,NA
"2725","ECSA","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",-0.2143,0.4449,0.0687,NA,NA,NA,0.2143,0.4449,0.0687,-0.2143,0.4449,0.0687,NA,NA,NA,NA,NA,NA
"2726","ECSA","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",0.4545,0.4121,1e-04,NA,NA,NA,-0.4545,0.4121,1e-04,0.4545,0.4121,1e-04,NA,NA,NA,NA,NA,NA
"2727","ECSA","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",0.7081,0.4121,0,NA,NA,NA,-0.7081,0.4121,0,0.7081,0.4121,0,NA,NA,NA,NA,NA,NA
"2728","ECSA","Pulsera","TargetVar","S_ACC_spt_mg",-0.005,0.4449,0.9664,NA,NA,NA,0.005,0.4449,0.9664,-0.005,0.4449,0.9664,NA,NA,NA,NA,NA,NA
"2729","ECSA","Pulsera","TargetVar","S_ACC_spt_sleep_mg",-0.1422,0.4449,0.2301,NA,NA,NA,0.1422,0.4449,0.2301,-0.1422,0.4449,0.2301,NA,NA,NA,NA,NA,NA
"2730","ECSA","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",0.1671,0.4449,0.1576,NA,NA,NA,-0.1671,0.4449,0.1576,0.1671,0.4449,0.1576,NA,NA,NA,NA,NA,NA
"2731","ECSA","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",-0.5654,0.4449,0,NA,NA,NA,0.5654,0.4449,0,-0.5654,0.4449,0,NA,NA,NA,NA,NA,NA
"2732","ECSA","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",0.053,0.4449,0.656,NA,NA,NA,-0.053,0.4449,0.656,0.053,0.4449,0.656,NA,NA,NA,NA,NA,NA
"2740","ECSA","Pulsera","TargetVar","S_daysleeper",-0.6974,0.1654,0,NA,NA,NA,0.6974,0.1654,0,-0.6974,0.1654,0,NA,NA,NA,NA,NA,NA
"2741","ECSA","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",0.3578,0.4449,0.0019,NA,NA,NA,-0.3578,0.4449,0.0019,0.3578,0.4449,0.0019,NA,NA,NA,NA,NA,NA
"2742","ECSA","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",0.4666,0.4449,0,NA,NA,NA,-0.4666,0.4449,0,0.4666,0.4449,0,NA,NA,NA,NA,NA,NA
"2743","ECSA","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",-0.4713,0.4449,0,NA,NA,NA,0.4713,0.4449,0,-0.4713,0.4449,0,NA,NA,NA,NA,NA,NA
"2744","ECSA","Pulsera","TargetVar","S_dur_day_IN_unbt_min",0.3552,0.4449,0.002,NA,NA,NA,-0.3552,0.4449,0.002,0.3552,0.4449,0.002,NA,NA,NA,NA,NA,NA
"2745","ECSA","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",0.4976,0.4449,0,NA,NA,NA,-0.4976,0.4449,0,0.4976,0.4449,0,NA,NA,NA,NA,NA,NA
"2747","ECSA","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",0.3856,0.4449,8e-04,NA,NA,NA,-0.3856,0.4449,8e-04,0.3856,0.4449,8e-04,NA,NA,NA,NA,NA,NA
"2748","ECSA","Pulsera","TargetVar","S_dur_day_min",0.2519,0.4449,0.0315,NA,NA,NA,-0.2519,0.4449,0.0315,0.2519,0.4449,0.0315,NA,NA,NA,NA,NA,NA
"2749","ECSA","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",0.4443,0.4449,1e-04,NA,NA,NA,-0.4443,0.4449,1e-04,0.4443,0.4449,1e-04,NA,NA,NA,NA,NA,NA
"2750","ECSA","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",-0.5919,0.4449,0,NA,NA,NA,0.5919,0.4449,0,-0.5919,0.4449,0,NA,NA,NA,NA,NA,NA
"2751","ECSA","Pulsera","TargetVar","S_dur_day_spt_min",0.0135,0.4449,0.9095,NA,NA,NA,-0.0135,0.4449,0.9095,0.0135,0.4449,0.9095,NA,NA,NA,NA,NA,NA
"2752","ECSA","Pulsera","TargetVar","S_dur_day_total_IN_min",0.1505,0.4449,0.2039,NA,NA,NA,-0.1505,0.4449,0.2039,0.1505,0.4449,0.2039,NA,NA,NA,NA,NA,NA
"2753","ECSA","Pulsera","TargetVar","S_dur_day_total_LIG_min",0.5329,0.4449,0,NA,NA,NA,-0.5329,0.4449,0,0.5329,0.4449,0,NA,NA,NA,NA,NA,NA
"2754","ECSA","Pulsera","TargetVar","S_dur_day_total_MOD_min",-0.5353,0.4449,0,NA,NA,NA,0.5353,0.4449,0,-0.5353,0.4449,0,NA,NA,NA,NA,NA,NA
"2755","ECSA","Pulsera","TargetVar","S_dur_day_total_VIG_min",0.2619,0.5563,0.0252,NA,NA,NA,-0.2619,0.5563,0.0252,0.2619,0.5563,0.0252,NA,NA,NA,NA,NA,NA
